Date,Words,Prevalence,Count,MainTopic,TopTopic
9/8/2016,"receive, reading, review, confirm, withdraw, tele",0.007999399,1132,receive,*** uncategorized ***
10/3/2016,"receive, documents, close, letter, statement",0.013680286,3005,receive,*** uncategorized ***
8/26/2016,"recommend, letter, questions, supervisor, statement",0.015728419,962,recommend,*** uncategorized ***
8/31/2016,"recommend, letter, apply, reference, expand",0.007886344,463,recommend,*** uncategorized ***
8/30/2016,"listen, remember, questions, start, framework, super, app",0.007054259,227,remember,*** uncategorized ***
9/8/2016,"remember, learning, best, search, bet, western",0.010651765,1457,remember,*** uncategorized ***
9/9/2016,"expect, remember, funny, work, disconnected, dial, increase",0.0131986,1035,remember,*** uncategorized ***
9/10/2016,"remember, mail, live, eat, chance",0.009230865,147,remember,*** uncategorized ***
9/28/2016,"reason, remember, asked, paper, explain",0.012441385,2089,remember,*** uncategorized ***
10/4/2016,"remember, ago, asked, deal, forget, vacation",0.011014374,1868,remember,*** uncategorized ***
8/27/2016,"request, admissions, email, transcript, evaluation, additional",0.025507628,151,request,*** uncategorized ***
9/10/2016,"request, current, admissions, process, discussion",0.011604141,112,request,*** uncategorized ***
9/3/2016,"technical, reset, password, application, support",0.033561575,109,reset,*** uncategorized ***
8/26/2016,"response, point, stuff, focus, written, conversation, promotion",0.011082382,599,response,*** uncategorized ***
9/2/2016,"response, search, find, site, results",0.008506097,331,response,*** uncategorized ***
10/8/2016,"sense, management, project, work, design",0.009617171,55,sense,*** uncategorized ***
10/15/2016,"sense, home, nursing, computer",0.015835441,52,sense,*** uncategorized ***
9/22/2016,"billing, ship, buy, click, pain, communication",0.005757183,460,ship,*** uncategorized ***
9/28/2016,"report, skills, work, results, elevator, present",0.004377795,245,skills,*** uncategorized ***
10/7/2016,"sort, team, hear, work, feedback, listen, fantastic",0.009643988,556,sort,*** uncategorized ***
9/6/2016,"level, sort, awesome, bit, senior, scenario, draft, michigan",0.005637345,232,sort,*** uncategorized ***
10/13/2016,"sort, level, terms, sense, statistics, network, security",0.006564235,404,sort,*** uncategorized ***
8/29/2016,"glad, sports, deal, jump, bigger",0.008422957,798,sports,*** uncategorized ***
8/27/2016,"option, support, counselor, enrollment, team, learners",0.021108946,93,support,*** uncategorized ***
9/17/2016,"system, automated, automatic, file, important",0.024080672,230,system,*** uncategorized ***
9/2/2016,"system, automatically, automated, mentioned, immediately",0.009430635,777,system,*** uncategorized ***
10/4/2016,"system, total, automatically, catch, automated",0.015891606,2805,system,*** uncategorized ***
9/26/2016,"system, place, experience, find, biggest, ability",0.005870912,401,system,*** uncategorized ***
10/6/2016,"system, voice, full, accept, belonging, enter",0.020568796,2079,system,*** uncategorized ***
10/7/2016,"system, automatically, central, clock, automated",0.015517054,2649,system,*** uncategorized ***
10/8/2016,"system, terms, start, grades, reason",0.010175714,57,system,*** uncategorized ***
8/30/2016,"team, sort, understand, meet, feedback, instance, frustrating, barely",0.007619923,303,team,*** uncategorized ***
9/14/2016,"team, update, change, meeting, escalate, app",0.014608555,1874,team,*** uncategorized ***
9/1/2016,"team, care, code, save, remote, act",0.013009936,1884,team,*** uncategorized ***
9/23/2016,"team, hear, real, program, scenario, approach, conversation",0.005524343,285,team,*** uncategorized ***
9/8/2016,"team, move, back, referral, fire, profit",0.006461567,342,team,*** uncategorized ***
10/8/2016,"team, advisor, advising, next, double",0.032037978,218,team,*** uncategorized ***
10/5/2016,"team, bigger, game, food, movie, budget",0.004231957,187,team,*** uncategorized ***
10/13/2016,"team, bit, start, stuff, sleep, super, lawyer, picture",0.017489907,1339,team,*** uncategorized ***
10/1/2016,"terms, education, program, instructional, design, sort",0.009130361,20,terms,*** uncategorized ***
9/27/2016,"terms, program, research, residency, dissertation, cry",0.004285742,251,terms,*** uncategorized ***
9/15/2016,"terms, run, order, direct, situation",0.008156235,956,terms,*** uncategorized ***
10/14/2016,"terms, military, tuition, scholarship, discount, reimbursement",0.009354045,759,terms,*** uncategorized ***
8/30/2016,"test, pass, side, pain, fail, remove, kick",0.009043763,543,test,*** uncategorized ***
9/12/2016,"test, position, change, bit, training, organization",0.009607423,1128,test,*** uncategorized ***
9/15/2016,"meeting, total, house, walk, crazy, bank",0.019648393,2009,total,*** uncategorized ***
8/29/2016,"understand, set, past, reason, zone",0.005314637,268,understand,*** uncategorized ***
9/6/2016,"understand, live, state, drive, english, country",0.02012146,2407,understand,*** uncategorized ***
9/8/2016,"understand, area, list, longer, dial",0.006546275,529,understand,*** uncategorized ***
9/23/2016,"understand, drop, post, discussion, grade, tax",0.015795888,2593,understand,*** uncategorized ***
9/29/2016,"understand, chance, care, ago, catch, bad",0.015140677,4283,understand,*** uncategorized ***
10/4/2016,"understand, big, basically, couple, coast, east, rid, odd",0.007048574,415,understand,*** uncategorized ***
10/12/2016,"update, email, team, questions, purchase, undergrad, materials",0.007292183,251,update,*** uncategorized ***
8/31/2016,"update, team, application, email, feedback, motivation",0.00439133,90,update,*** uncategorized ***
9/28/2016,"update, record, review, check, representative, verification, monitor",0.012051147,1202,update,*** uncategorized ***
10/4/2016,"update, documents, review, statement, resume",0.015255751,2204,update,*** uncategorized ***
8/30/2016,"watch, start, application, point, referral, valid, donate",0.002971133,91,watch,*** uncategorized ***
9/21/2016,"watch, crazy, game, lunch, born",0.012086107,1293,watch,*** uncategorized ***
9/30/2016,"watch, play, stuff, start, water, carly",0.009011076,958,watch,*** uncategorized ***
8/27/2016,"weekend, problem, computer, mail",0.020016484,116,weekend,*** uncategorized ***
9/6/2016,"weekend, stuff, wait, pretty, voicemail, weird, holiday",0.039623507,3925,weekend,*** uncategorized ***
9/16/2016,"weird, start, work, team, strayer, sold, water",0.008697234,570,weird,*** uncategorized ***
9/23/2016,"weird, watch, funny, switch, dial, goodness",0.016389072,2460,weird,*** uncategorized ***
9/27/2016,"funny, weird, vote, hear, president",0.005654605,410,weird,*** uncategorized ***
10/11/2016,"side, weird, back, total, realize, upset",0.012428279,1829,weird,*** uncategorized ***
9/29/2016,"world, business, work, side, traditional, corporate",0.003582845,132,world,*** uncategorized ***
10/17/2016,"world, start, services, part, tired, visit, store",0.00723989,210,world,*** uncategorized ***
9/1/2016,"worry, based, touch, better, catch",0.010994778,1789,worry,*** uncategorized ***
9/2/2016,"medical, wrong, drop, problem, withdraw, representative",0.012720707,851,wrong,*** uncategorized ***
9/27/2016,"development, wrong, text, courses, web",0.008104232,565,wrong,*** uncategorized ***
